	er-cv	name	ssn	weight	relationship	alt	trombocyty	hematokrit	indicator	ast	alp	leukocyty	erytrocyty	etytr	hemoglobin	hbver	smoker
5294	47.97388	Brooke Smith	209-12-4566	65.29188	single	2.26573	7.19033	6.20993	1.00000	11.73018	54.70571	5.81665	6.65838		4.88056	7.36445	Y
5295	35.90256	Jody Bennett	560-70-7345	57.89211	married	3.73662	5.37769	7.80281	0.00000	64.15925	83.26099	7.47965	7.21864	5.37015	5.67572	6.28726	no
5296	65.86415	Wanda Singleton	219-65-8969	116.60567	nop	1.63696	6.01169	4.91681	1.00000	46.22726	11.45194	6.12681	4.67570	8.98347	2.96880	6.57373	no
5297	42.04032	Whitney Gomez	337-84-3282	-3.03913	divoced	1.84770	7.29192	5.41502	1.00000	34.47552	78.64590	5.32789	6.47063	7.41082	5.90838	4.77823	yes
5298	72.68750	Jennifer Green	257-77-3000	126.39795	widowed	3.44905	6.71915	4.27000	1.00000	36.81032	87.38142	4.95371	7.40377	8.20377	6.65002	8.13707	no
5299	54.69828	Abigail Wright	766-06-6465	72.26027	nop	2.04216	5.70592	7.29931	1.00000	40.50394	81.50359	4.46268	5.59927	7.30989	5.62200	6.32310	no
5300	43.93892	Ryan Russell	676-99-6544	46.34036	married	1.23088	7.77998	6.50506	1.00000	57.24238	5.67586	7.84545	3.62972	8.45616	2.99311	5.94434	yes
5301	75.82681	Dr. Kathryn Mccoy	757-97-7684	85.60834	single	4.05071	5.38940	6.64046	1.00000	44.35915	86.51288	6.02493	7.82263	7.72999	6.74538	6.81542	no
5302	49.70278	Danny Evans	739-43-4337	92.29662	married	7.48305	9.16931	7.42336	1.00000	57.39169	17.80458	5.03963	8.89975	8.00628	8.89220	5.96216	Y
5303	62.02698	Jamie Walker	276-34-6805	37.63776	nop	2.06414	7.41331	6.11597	1.00000	28.49811	67.59284	6.15939	6.15263	8.08968	7.32871	7.01421	yes
5304	27.41555	Jeremiah Jacobs	103-93-1746	44.60243	nop	40.02155	5.17804	6.32139	1.00000	67.89742	55.88387	4.55690	10.64958	8.49825	11.07825	7.65372	Y
5305	65.35238	Whitney Morgan	817-61-3886	81.55580	divoced	3.36356	5.72398	6.25333	1.00000	42.99954	49.24535	3.95235	7.49222	8.19977	7.72088	6.24659	yes
5306	63.67205	Rachel Stokes	101-84-0693	114.65042	married	3.04353	5.96103	6.34045	1.00000	54.45461	46.78056	3.35762	7.36348	8.46087	7.78942	6.15212	no
5307	29.24256	Brent Blair	612-05-3246	48.28612	single	8.46434	5.27133	6.87803	1.00000	59.10111	33.32595	6.71784	8.84494	7.01259	8.33591	6.30867	no
5308	57.06463	Mandy Dunn	861-95-2104	143.90952	nop	2.02801	5.71510	8.43716	0.00000	48.41546	88.66229	5.40891	5.42043	5.32255	6.10014	6.12625	no
5309	66.64990	Donna Wilson	254-63-6848	51.03698	widowed	1.45961	8.32997	6.04256	0.00000	32.57288	75.00870	5.10277	4.79325	7.42080	5.57379	6.38732	no
5310	64.72934	Kerry Foster	780-99-9421	65.66840	married	3.49588	6.03956	3.72036	1.00000	39.26878	71.87464	5.10760	7.36983	7.56721	7.24485	7.83620	no
5311	66.52209	Kevin Lopez	892-11-9552	45.99073	single	2.34094	5.84210	5.56289	1.00000	25.98882	21.52640	6.59379	5.48392	7.27897	3.92263	6.57108	no
5312	72.09972	Kathryn Potter	078-25-6111	79.54927	separated	4.73561	4.80182	5.65991	1.00000	31.11396	76.44599	5.86142	7.91862	7.58494	7.09186	7.35005	Y
5313	65.92394	Melissa Schultz	177-76-6981	67.05484	nop	2.51408	6.08722	5.47975	1.00000	55.22439	89.39486	8.38064	5.44328	6.51733	6.43159	9.13564	yes
5314	30.56398	Nicole Clay	663-18-5825	45.29531	married	2.37310		5.40026	1.00000	26.25745	86.15242	6.81096	6.68282	6.02340	6.36962	6.17558	no
5315	50.44147	Lisa Dean	356-84-7424	65.56978	single	2.28731	7.19686	4.73104	1.00000	44.82809	85.23444	3.82007	6.37191	8.06444	6.44463	6.10524	no
5316	43.23688	Damon Brooks	893-97-2541	52.67436	divoced	3.03665	8.01703	6.21195	1.00000	30.07732	16.54585	3.68380	7.50003	7.46391	8.79677	7.35778	yes
5317	53.22644	Tyler Reyes	871-35-7817	112.63610	separated	1.25273	5.62166	7.38257	0.00000	40.81271	47.48183	3.92651	3.28433		8.07282	6.90710	no
5318	55.13464	Stephanie Hernandez	699-99-1906	46.93912	separated	2.59794	7.06422	6.82576	1.00000	49.64968	73.55326	8.31856	4.01925	7.34866	5.71284	7.53214	no
5319	55.46033	Matthew Alvarado	663-27-2351	50.81032	divoced	1.45663	5.72114	6.26344	0.00000	53.12246	38.83434	4.84599	4.86327	8.25162	8.07584	6.16505	N
5320	63.55827	Christopher Miller	731-41-4397	138.83798	divoced	1.59054	6.60958	6.18145	0.00000	56.43750	11.23648	6.68190	5.31194	7.76242	2.74473	7.30370	no
5321	48.03313	Alexandra Robbins	607-80-4816	50.14490	widowed	1.02185	6.76065	6.24968	0.00000	63.90858	47.80124	3.87582	3.19627	8.17266	4.65823	5.38671	no
5322	36.66993	Sean Spencer	055-30-3156	89.23914	nop	2.89908	3.70384	5.48521	1.00000	51.09803	71.84379	6.05794	6.73758	7.68809	5.45379	7.67504	no
5323	57.08500	Abigail Wright	766-06-6465	100.05568	married	2.68451	7.39755	5.35714	1.00000	28.41599	64.84027	6.59244	6.17500	6.53459	5.13040	7.32532	no
5324	63.22884	Bradley Rogers	102-03-2032	41.69185	widowed	2.39646	6.07813	6.67526	1.00000	26.31652	47.56634	6.80615	5.68992	7.05894	4.61174	4.87895	no
5325	49.24194	Amy Conner	139-62-5334	85.69793	divoced	2.20956	5.74933	5.81367	1.00000	20.75293	88.17637	4.84167	6.48736	7.53149	6.26335	5.82049	no
5326	56.00392	Taylor Hooper	075-95-1052	43.88097	single	1.09200	6.83950	7.31766	1.00000	52.78537	16.13955	7.66945	3.14416	9.27988	2.48207	5.88140	yes
5327	40.77708	Robert Clark MD	096-41-0142	73.00137	separated	3.30453	7.93149	7.10611	0.00000	53.01511	51.33833	5.17777	5.47242	8.50356	7.90530	4.19334	no
5328	53.52252	Beth Williams	648-21-3557	90.62031	divoced	1.39567	7.26224	6.72743	1.00000	44.83628	57.25252	6.99866	5.37351	7.67897	4.82109	5.11822	no
5329	46.02579	Carrie Brown	724-51-1818	100.94395	single	3.53821	6.66943	5.18738	1.00000	53.56408	52.75327	4.91112	7.65693	7.70596	7.63059	5.82967	no
5330	65.32463	Nathan Chung	394-60-8694	109.76665	married	1.65170	8.85799	7.18773	1.00000	35.18048	48.16899	8.47035	4.46683	7.34815	4.77207	5.80893	no
5331	32.82742	Deborah Cannon	784-95-5744	82.22952	married	9.87830	6.47408	5.52028	1.00000	47.80243	22.99445	6.58298	9.00823	6.96861	8.74880	7.00160	no
5332	47.67115	Gabriel Jackson	573-25-6636	155.43533	widowed	7.03257	6.65764	7.63253	1.00000	42.30685		7.42096	8.59812	6.51654	7.91240	6.03938	N
5333	60.64237	Thomas Davis	595-54-8437	87.44369	divoced	2.47205	5.04177	6.71244	1.00000	40.30765	36.83016	6.71553	5.34721	8.18707	4.31615	5.61266	no
5334	44.23843	Omar Keller	584-10-9359	44.35843	divoced	2.19379	6.14429	6.87955	0.00000	25.24171	80.91669	5.18848	4.43025	6.96742	5.88482	4.88511	no
5335	76.60373	Danielle Washington	453-10-8391	21.00407	married	1.59967	5.81522	6.03167	0.00000	76.70223	55.15950	4.04028	3.68093	7.31578	7.79955	6.79851	no
5336	54.88793	Stacey Williams	207-07-1769	88.49682	widowed	2.32100	5.52750	7.17740	0.00000	47.65796	66.36556	5.65315	5.42955	8.02173	7.43535	6.14830	no
5337	45.25340	Emily Gonzales	784-56-6953	91.63422	divoced	3.24941	7.15746	5.75606	1.00000	55.67405	94.87277	5.06172	6.63585	7.40258	6.38934	6.64831	no
5338	44.43924	Sarah Hines	557-35-1085	81.54964	single	2.27369	5.29445	7.05032	1.00000	45.11290	81.86812	7.33629	6.19553	6.32604	7.08268	6.08997	no
5339	39.19920	Charlene Allen	579-87-4877	112.52047	nop	4.51831	6.98617	5.38856	1.00000	45.37623	21.29804	5.90287	7.81924	5.93471	8.96795	6.96719	no
5340	39.25412	Ashley Stout	660-71-4556	63.54485	divoced	7.45433	6.61315	6.96157	1.00000	39.67870	20.09453	4.69568	8.50809	7.83017	8.87100	6.73643	Y
5341	34.58341	Jessica Walton	329-25-7277	83.24149	divoced	1.41211	5.13078	6.05905	0.00000	39.38829	82.76612	5.66846	5.67175	5.66901	6.06008	7.04371	no
5342	45.58713	Teresa Powers	691-33-6487	93.32198	single	0.97612	6.00176	6.73825	1.00000	47.60015	90.75475	4.43935	6.13695	7.46942	6.33192	5.48101	yes
5343	52.58990	Michelle King	299-37-2473	9.60233	separated	1.62981	7.55817	5.66273	0.00000	30.05832	91.05922	4.99763	3.51051	6.94477	5.97792	7.49280	no
5344	46.43959	Marvin Conley	116-45-1831	101.15354	single	2.86079	6.43491	5.16708	0.00000	26.89234	32.32180	5.85466	6.24916	9.47058	8.27968	7.45338	yes
5345	55.12394	Brianna Ferguson	179-97-3954	162.56556	divoced	2.27166	6.19959	6.77525	0.00000	61.99187	75.55768	5.15681	5.21568	6.53284	6.90815	7.69805	yes
5346	46.28347	Dana Wong	607-98-1557	-7.80584	divoced	5.64240	5.26597	7.06818	0.00000	42.36153	7.29971	4.27494	8.24355	7.69746	9.06797	5.83894	no
5347	75.49529	Judy Cox	882-45-3442	78.91402	divoced	4.36069	5.91393	5.10480	0.00000	37.28625	61.38256	7.00515	7.58571	5.61361	4.93859	7.10214	N
5348	18.25463	Lisa Mayer	402-16-5515	112.07870	married	1.74122	6.14781	6.85954	0.00000	48.21261	49.86316	5.38544	5.77001	8.19578	7.82878	4.82405	no
5349	56.10331	Misty Singleton	444-52-9112	132.16086	married	11.67802	6.40962	6.38216	1.00000	51.62776	13.32607	5.46596	9.24269	7.33052	9.74690	6.50754	no
5350	65.75014	Courtney Thomas	441-79-6468	142.61450	married	2.17064	7.68112	7.44933	1.00000	22.72449	66.98302	3.53704	5.40181	8.16013	5.24099	8.46863	yes
5351	38.83211	Kimberly Parks	570-94-4162	34.19490	divoced	2.79849	5.74881	6.08224	0.00000	45.24618	51.19088	6.18804	6.90256	6.73317	4.74633	6.40829	no
5352	45.35215	Monique Beard	878-03-1366	107.82016	single	5.74028	5.91778	6.79023	1.00000	35.90613	16.16589	5.14276	8.60760	7.47595	9.01119		Y
5353	60.88730	Louis Leonard	635-96-7795	74.43267	nop	2.17005	6.44554	5.41020	0.00000	26.36188	77.39867	5.43623	4.73022	6.86979	5.65312	6.26940	no
5354	66.62723	Jamie Knight	881-14-1304	96.99348	married	3.46071	5.80902	6.45706	1.00000	48.59138	39.84642	4.87893	7.09381	6.74228	8.01846	6.28838	no
5355	57.10791	Diane Stevenson	466-16-3685	75.47213	divoced	3.84800	4.92698	7.75316	0.00000	35.57996	45.33616	6.54880	7.89372	6.87969	4.68536	4.95029	yes
5356	41.55467	Cindy Frazier	383-68-8087	142.16490	married	1.91136	7.21917	4.93383	0.00000	47.98681	57.30330	4.74040	4.57735	7.97625	5.06020	6.83368	Y
5357	31.07540	Haley Graham	724-08-4847	89.68408	widowed	4.28794	5.43102	7.03764	1.00000	42.06331	59.10399	5.77864	7.85128	7.15971	7.64700	7.64653	yes
5358	59.46861	Kayla Ellis	316-82-9840	99.66322	married	1.69109	4.66002	6.53681	0.00000	62.69890	82.89992	4.83188	3.23584	7.02001	6.37698	6.91915	Y
5359	48.36787	Julie Glover	410-53-7660	95.58954	separated	1.99227	7.06828	5.00452	0.00000	53.51466	25.10011	3.49890	4.32936	9.07167	3.95655	9.27718	Y
5360	60.20078	Katherine Baker	555-84-7380	48.46215	single	2.21900	5.34337	5.41353	1.00000	63.37853	92.03263	5.51902	6.54699	7.10085	6.19031	5.91758	no
5361	45.71902	Stephanie Sloan	231-29-4884	55.69508	divoced	1.85242	6.34141	6.28716	0.00000	45.58044	44.23918	5.62999	6.21550	9.05268	8.12138	5.50012	no
5362	34.24166	Eric Holt	689-40-0011	56.68820	single	2.27448	4.84784	7.07274	0.00000	56.36210	84.87737	6.87321	6.86821	6.14770	5.89844	7.45935	no
5363	63.40199	Gina Fuller	636-71-1994	45.40573	married	11.22928	6.43730	7.59425	1.00000	58.72527	18.94318		9.21584	6.36116	10.23660	6.47191	N
5364	52.97777	Michael Hernandez	673-75-9461	52.35881	single	8.32478	5.52230	5.97254	1.00000	45.00550	26.03467	5.45108	8.84309	7.83487	8.55131	6.42159	Y
5365	30.13736	Kenneth Ramirez	124-65-8707	89.73028	divoced	1.87349	6.60782	7.15560	1.00000	47.88524	70.88859	9.96599	4.15106	6.23001	7.41891	6.58744	no
5366	33.39673	Steven Thomas	842-15-2610	74.85213	single	1.11918	4.31835	5.86628	0.00000	41.18909	80.14974	4.71142	4.73536	6.12392	6.94942	6.12438	yes
5367	67.16748	Nicholas York	353-89-0284	60.13653	single	2.90509	5.18549	4.65310	1.00000	34.31250	77.50999	3.77164	6.89650	8.23229	6.99795	6.26082	no
5368	22.18291	Traci Williams	166-50-9528	105.49640	single	3.37062	7.95424	6.03527	1.00000	37.12562	53.08482	5.92720	7.57924	6.77565	7.72203	5.19702	Y
5369	19.08035	Justin Velasquez	145-96-1715	81.52336	married	2.13294	7.24253	7.62986	0.00000	52.01115	88.90364	5.10399	3.99185	6.88565	6.02800	5.43473	no
5370	59.90360	Dominique Harper	677-04-5165	116.99809	married	3.65624	6.98206	6.07704	0.00000	29.71317	79.37674	6.99158	7.32424	7.79840	6.68841	6.07273	no
5371	32.58574	Thomas Kim	191-27-2137	112.29476	divoced	1.53866	7.01648	4.18062	0.00000	40.52956	71.21773	4.78232	4.63033	7.34624	7.48450	6.36414	yes
5372	70.25084	Diane Anderson	093-80-9757	107.71714	married	1.30771	5.74687	5.77904	0.00000	48.46719	86.27555	4.04538	1.85056	7.73062	6.59649	8.38107	no
5373	64.24042	Tina Collins	110-09-4363	79.84778	separated	2.81892	8.37319	8.21395	1.00000	60.75932	65.02838	4.46507	7.38396	7.87283	7.43907	7.73677	Y
5374	21.11284	Theresa Coleman	871-73-4013	69.89120	married	2.69021	5.10527	5.23217	0.00000	53.74976	56.33451	7.21814	5.33521	5.55748	7.56539	6.24219	no
5375	57.43318	Matthew Thomas	405-26-3193	44.28802	widowed	1.46093	5.41124	5.88707	1.00000	32.72156	43.90867	7.52409	4.75015	8.00947	4.49919	6.26745	yes
5376	46.42843	Patrick Simpson	678-36-2499	76.94563	nop	2.05530	5.98603	6.86181	1.00000	30.42257	3.10079	6.60665	5.28606	8.51476	3.15610	5.94216	Y
5377	35.29135	Valerie Morales	075-17-3691	-11.75037	single	1.65946	8.01625	4.66500	1.00000	51.52381	43.05690	10.52503	3.46926	5.98366	8.00180	7.13387	Y
5378	44.82387	Patrick Mendoza	790-22-1177	116.52899	separated	1.18613	4.55726	6.70870	1.00000	46.49777	21.02915	7.32024	4.70188	8.13000	4.03772	6.47167	yes
5379	51.65955	Jennifer Huang	593-87-7840	90.33049	single	2.21892	7.38999	6.18577	0.00000	42.30724	85.99362	6.57089	5.97203	6.01323	5.79851	6.66683	Y
5380	47.97949	Martha Vazquez	877-04-9817	39.86844	married	1.96290	6.80583	5.23257	1.00000	39.46045	61.23357	8.17982	4.49097	7.80205	4.80672	5.72581	no
5381	58.65721	Diane Morrison	773-41-4478	63.27968	single	4.33203	6.73161	6.20834	1.00000	42.36506	49.41232	4.89509	8.15433	8.09176	7.87367	8.22048	no
5382	65.31616	Peter Larson	614-70-6907	62.58208	single	0.74240	5.42845	7.11916	1.00000	46.12624	57.50730	6.54435	5.30606	8.55408	4.91124	5.20559	no
5383		Stephanie Edwards	526-07-9617	108.98408	nop	2.06996	5.90561	6.92824	1.00000	46.66871	40.16008	7.91229	5.71422	5.62370	4.47535	6.65745	no
5384	66.42304	Allison Riley	063-40-4896	66.05423	married	2.61447	8.14672	6.91080	1.00000	44.79054	81.84698	7.65945	5.43970	6.76593	6.86156	7.30986	Y
5385	26.36106	Andrew Weaver	259-71-8641	30.62423	divoced	1.93420	5.92136	5.75847	1.00000	49.08573	22.06714	7.29645	5.39314	7.08094	4.01895	5.61487	Y
5386	56.56598	Stephen Mcclain	217-25-1593	73.42161	single	2.76549	7.72593	5.80873	0.00000	53.55016	87.63447	4.35041	4.41113	4.35463	6.29587	8.06027	no
5387	58.66813	Maria Martin	553-43-8109	80.13219	divoced	1.51498	6.67503	6.68352	1.00000	30.60163	68.53785	7.65217	4.73884	7.32423	5.15218	5.21880	Y
5388	42.51044	Sean Graham	243-78-6007	100.60640	single	7.10002	8.24763	5.05863	1.00000	34.84117	30.09556	5.37773	8.87792	8.09249	8.35020	6.40585	no
5389	35.01677	Elizabeth Hoffman	342-75-5271	103.09777	widowed	4.42712	6.63357	5.32076	1.00000	44.73754	29.27133	4.87822	7.75823	7.11469	8.50387	5.52247	no
5390		Jennifer Ballard	039-91-0475	76.55416	divoced	3.59358	6.32621	6.63311	1.00000	75.24603	31.58357	5.65456	7.81089	6.82178	8.24941	7.93687	Y
5391	41.47063	Michael Watson	161-05-5606	77.17170	nop	2.93911	5.79009	6.40890	1.00000	43.66147	71.46944	5.57544	6.67821	7.18461	5.23585	5.23560	Y
5392	74.35392	Robert Fitzpatrick	172-51-4043	76.91145	separated	2.71731	6.26642	6.17188	0.00000	55.47490	49.64246	4.56636	4.64904	7.90640	7.94708	5.95595	no
5393	12.93985	Courtney Velasquez	151-89-6598	27.84506	single	1.98038	5.62262	6.05432	0.00000	38.07555	56.49302	3.07143	2.93735	6.03187	7.63157	4.98024	no
5394	56.20208	Austin Ross	603-96-6636	27.08264	single	2.32409	6.11795	4.28907	1.00000	39.90718	56.23004	8.20218	4.10644	8.39967	4.87828	6.00906	yes
5395	25.17364	Jacob Schroeder	877-76-5390	69.08008	married	9.26160	7.55954	5.42055	1.00000	35.29161	28.85502	6.48996	9.01047	7.18666	8.64359	5.25979	Y
5396	52.29542	Kristen Lewis	181-81-9859	59.03964	married	2.61919	5.78037	7.13491	0.00000	38.90825	85.53510	7.15094	6.45151	7.64616	6.32962	6.86319	yes
5397	54.86821	Jessica Chapman	438-95-7936	79.34573	divoced	1.10745	4.55443	7.77217	1.00000	72.98778	19.37917	7.34142	4.59745	8.05030	3.54024	5.76219	no
5398	53.46771	Lauren Brooks	287-67-5026	113.44520	married	1.72237	7.61195	6.92205	1.00000	35.04366	75.64285	7.20131	5.58709	7.23834	5.57577	6.76461	no
5399	46.33290	Matthew Gomez	795-35-5947	72.17406	married	2.85650	6.48298	5.94579	1.00000	35.30009	58.14074	4.44566	7.42311	7.81826	7.56963	6.85365	Y
5400	53.74292	Claire Estrada	579-64-0762	73.22099	single	1.77386	5.39287	6.00042	0.00000	39.78161	75.03912	6.89223	5.16375	5.37119	7.32366	5.03987	no
5401	47.44688	Shannon Flores	458-73-8683	36.20437	married	1.54166	7.04743	5.91969	1.00000	66.19121	73.54110	8.73649	4.22707	6.97750	5.51479	6.60415	Y
5402	61.63490	Jason Taylor	405-13-7402	70.28130	married	3.41840	6.42329	4.85601	1.00000	31.85618	55.48942	4.99838	7.70730	7.63109	7.79497	7.27163	no
5403	36.58611	David Barrera	214-12-0525	58.19179	nop	2.96276	6.77736	7.82837	0.00000	41.55176	53.31215	5.80721	6.87181	7.69399	4.82781	6.29650	no
5404	59.76665	Cheryl Harris	054-61-5382	55.66514	divoced	2.64168	7.19244	6.20734	1.00000	56.51797	70.35331	7.85724	5.24175	7.60155	5.50518	7.85080	no
5405	65.10759	Jonathon James	529-71-0377	128.21693	nop	1.91204	5.60195	7.93228	1.00000	40.18864	28.93478	7.51417	4.01601	8.23361	4.01468	5.67490	no
5406	94.64306	Jennifer Martin	488-46-7796	66.85258	married	3.47188	7.19157	6.24309	1.00000	54.40206	40.76665	5.22914	7.64301	6.90862	8.26195	5.20316	no
5407	62.36833	Ricardo Adams	780-10-2806	124.35237	single	1.99385	4.99286	6.46310	1.00000	40.88539	67.99944	7.38732	6.11453	6.19521	7.18782	6.51128	no
5408	55.59106	Mr. Michael Hall	395-58-7846	51.02173	divoced	2.41416	5.42782	7.73687	1.00000	34.61458	85.71029	7.20983	5.65244	5.87376	6.88240	5.46798	no
5409	41.24960	Nicole Walker	329-10-7845	66.01996	divoced	2.22782	6.81469	5.63208	1.00000	42.14658	36.92167	6.72110	5.64336	7.90544	4.51790	7.80298	no
5410	58.53307	Regina Mcintosh	523-21-1459	56.41978	single	6.16191	8.58422	6.82502	1.00000	71.25172	34.97383	3.50625	8.53171	9.22426	8.42066	6.02913	N
5411	63.70032	Sharon Novak	777-53-1677	105.67340	nop	2.89377	8.16587	6.47393	1.00000	50.96237	51.50566	7.80483	6.04410	5.66256	7.79152	4.09127	Y
5412	48.95682	Douglas Klein	432-84-5819	80.52546	single	8.17886	6.79643	6.18673	1.00000	48.08873	9.55286	4.81877	8.76270	7.48206	9.56286	6.27493	Y
5413	23.26846	Michael Marshall	425-45-9494	46.87840	divoced	2.48335	7.09470	7.39578	0.00000	79.66174	23.53524	5.42402	6.12134	9.30004	8.51838	7.94869	no
5414	24.48885	Melissa Solomon	363-33-1207	54.65220	married	0.69998	6.55531	6.67458	0.00000	40.02712	24.67133	4.13305	4.64868	8.69650	8.82264	5.65084	no
5415	48.45330	Angel Wallace	220-53-7848	73.00412	nop	5.17259	6.04229	7.15385	1.00000	62.75805	61.03304	5.45209	7.94835	7.67705	7.56708	7.17892	no
5416	52.98892	Frank Hansen	415-17-0721	96.07302	married	2.38291	4.94903	6.03687	1.00000	52.44482	47.14014	7.24795	3.99893	9.00514	4.65685	4.38665	Y
5417	65.90579	Joy Howard	347-37-0836	82.71153	married	4.33648	5.20066	4.71827	1.00000	61.29778	35.92687	4.13704	8.06590	8.33185	8.15715	5.48559	Y
5418	71.88871	Eric Ritter	301-20-7155	165.88581	divoced	4.61181	5.29195	6.22201	1.00000	33.56507	68.70282	3.62022	7.79895	9.27297	7.27272	5.72429	yes
5419	18.27235	Omar Wilson II	777-88-9502	57.48928	married	2.58083	7.30325	6.53764	1.00000	51.12787	40.70105	8.67036	4.46516	6.67487	4.38232	6.35250	Y
5420	24.11376	Jacqueline Romero	248-22-8778	52.91410	divoced	1.80873	4.07172	6.19825	1.00000	55.58460	80.94536	7.79130	3.96438	8.65402	5.46621	6.26127	yes
5421	40.92257	Cheryl Harris	054-61-5382	99.29868	single	2.60055	6.83888	6.13964	0.00000	58.40426	13.62697	5.59354	6.25716	11.15664	9.48454	6.83538	yes
5422	38.32680	Samantha Stokes	770-32-2769	83.43327	nop	3.74818	7.27994	7.23388	1.00000	50.15735	36.72419	2.69077	7.14807	8.44107	8.18297	5.81891	yes
5423	25.24362	John Oneal	362-44-2287	72.82722	separated	2.17061	8.01131	6.65034	1.00000	49.19944	81.76406	3.33044	5.93275	8.32293	6.01147	5.45100	yes
5424	22.50000	Stephanie Gutierrez	045-68-3405	27.33418	single	1.33977	7.19413	7.36294	0.00000	48.09840	81.80380	4.73263	3.30965	7.23451	5.94495	7.44683	no
5425	34.79610	Mr. Thomas Jackson	455-72-0715	95.41143	married	2.15964	8.11752	6.60943	0.00000	36.96329	69.32913	7.43211	5.62252	4.61476	7.28117	5.56891	N
5426	25.51384	Christopher Alexander	081-57-5247	87.43201	widowed	2.76425	6.05984	5.95544	0.00000	29.79851	44.43697	5.71256	6.34278	8.70258	7.97007	5.60291	Y
5427	40.09500	Austin Hampton	045-02-9030	81.47870	widowed	1.94231	5.54102	6.64014	0.00000	10.62045	8.41459	3.30538	3.99708	8.06164	8.93242	5.80637	no
5428	55.49214	Chase Cordova	125-01-7962	104.96772	nop	1.82953	7.43305	4.83155	0.00000	29.91663	69.51798	3.85100	4.00861	6.30465	7.50784	4.88631	yes
5429	61.97325	Brooke Craig	518-34-1261	62.32560	widowed	1.51555	6.44338	7.60790	1.00000	45.48363	34.40139	7.19324	4.93558	7.57282	4.35770	6.16112	yes
5430	72.27711	Anthony Miller	540-55-0597	89.06617	married	2.94357	7.66853	5.62112	1.00000	40.53139	81.12194	5.69161	7.35656	7.20806	6.98266	6.55296	N
5431	34.07636	Joshua Thompson	758-84-5175	150.19693	widowed	3.29149	7.49886	5.91795	1.00000	38.40333	58.16860	5.78322	7.79178	6.95100	7.80582	5.41799	no
5432	45.84729	Pamela Ward	084-43-1651	33.88721	single	5.83156	6.07291	6.14910	1.00000	41.65155	40.49668	5.21079	8.45536	7.88999	8.23808	4.41742	no
5433	42.15762	Richard Flores	830-45-4509	41.57397	married	2.21522	7.02626	7.60461	0.00000	51.70468	62.75161	5.10363	5.16187	7.20930	5.01884	7.33794	no
5434	53.53212	Aaron Turner	556-58-9474	54.98087	nop	1.53735	6.99565	5.58228	0.00000	61.07678	71.98301	4.52632	5.04819	6.17270	7.24413	4.70842	no
5435	35.05364	Andrew Palmer	348-62-5383	68.68883	married	2.47712	8.13225	5.10516	0.00000	37.42839	66.06825	5.44202	6.03456	7.14319	5.09989	6.74385	no
5436	48.10120	Marie Wright	510-67-0867	100.30828	married	1.20602	7.43943	6.50322	0.00000	46.43326	81.58208	5.58571	3.94470	6.81272	6.70053	5.66453	no
5437	60.66899	Justin Stewart	703-99-2478	82.46386	divoced	2.06781	5.95735	6.02787	1.00000	25.74915	90.68387	4.84960	5.97031	6.94260	6.22585	8.06655	yes
5438	49.27376	Kristina Peterson	277-09-7248	-11.42922	single	2.44409	5.42223	7.37048	1.00000	43.26878	36.50913	6.07918	5.28418	8.35882	2.07704	6.91745	no
5439	51.03327	Gary Vaughan	469-01-8667	45.96145	single	11.39192	5.19506	6.41884	1.00000	45.89022	5.10123	6.51671	9.26229	7.28055	8.78117	5.83595	no
5440	46.68974	Heather Meyer	656-19-8053	47.12755	divoced	2.11922	6.14707	4.84597	0.00000	25.58860	24.88156	3.41973	4.64526	9.36521	4.05540	5.80901	no
5441	34.80299	Crystal Reyes	870-90-1419	86.26474	separated	1.27662	4.01087	6.67141	1.00000	45.99963	19.32854	8.43307	3.03460	9.11219	2.78187	6.16047	no
5442	70.83127	Jennifer Perez	793-24-9167	84.91971	separated	2.42188	6.77055	6.40110	0.00000	43.40389	34.76373	4.37282	4.98077	8.01315	8.28333	8.92094	Y
5443	58.01747	Gary Benjamin	075-67-0548	99.04966	married	2.15949	4.56828	5.67789	1.00000	51.10794	71.84769	9.24777	4.02872	6.52064	7.07769	8.03759	no
5444	57.96952	Elizabeth Yates	586-57-5332	88.47856	single	1.54492	7.76317	8.17633	1.00000	48.07570	36.22104	7.13854	5.05923	7.84428	4.25386	4.91739	no
5445	55.72616	David Villegas	274-79-4808	1.80948	single	1.96540	8.13258	6.00608	0.00000		80.63880	5.40589	5.40441	6.79540	6.93180	7.91469	no
5446	79.66952	Thomas Peterson	142-88-7754	88.35535	divoced	17.72046	5.50043	7.66098	1.00000	49.04593	14.12665	4.98845	9.77371	8.36968	9.74652	5.24694	no
5447	78.55722	Kimberly Phillips	780-21-3564	85.95140	separated	2.19924	7.13752	5.55402	0.00000	49.99101	81.30657	6.21241	6.27153	7.07740	6.68157	5.48639	no
5448	67.96970	Ronald Weeks	688-65-4518	114.82739	married	2.41272	6.40588	7.09986	1.00000	44.85790	90.22921	7.51486	5.95457	6.64820	6.21724	6.43211	no
5449	58.62824	Mark Molina	640-77-5197	70.96793	single	9.68852	6.00366	6.40732	1.00000	36.25841	16.29273	7.50040	9.08156	6.09571	8.93352	7.24766	Y
5450	51.71033	Melissa Crosby	865-55-9111	12.41977	divoced	2.10274	6.92085	5.97743	0.00000	30.84508	72.04218	5.55090	6.77971	6.56543	7.09486	6.74778	no
